target,text
0,r going 4 today meeting
0,babe thasa bit messed
0,huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale
0,sch fr dun haf da book sch home
0,im done studyn library
0,yeah think use gt atm register sure anyway help let know sure ready
0,leaving house
0,bank say money
0,thk 50 shd ok said plus minus 10 leave line paragraph
0,hello madam
0,funeral home audrey dad
0,wait 2 min stand bus stop
0,common hearin r u wat r u ur day let ask u something different u smile today gud evng
0,ok juz receive
0,sorry delay yes master
0,dunno jus say go lido time 930
0,im gon na miss u much
0,well slightly disastrous class pm fav darling hope day coffee wld good ca stay late tomorrow time place always
0,asked call ok
0,r outside already
0,people see msg think iam addicted msging wrong bcoz know iam addicted sweet friend bslvyl
0,lol alright thinkin haha
0,uncle atlanta wish guy great semester
0,hi jess dont know work call u im home eve xxx
0,havent shopping lor juz arrive
1,urgent mobile awarded bonus caller prize final attempt 2 contact u call 08714714011
0,checking really miss seeing jeremiah great month
0,glad talking
0,man bus slow think gon na get
0,help u swoop picking u wherever ur bird r meeting u want
0,always looking excuse city
0,hey reply pa
0,yet chikku going room nw bus
0,really hope work doesnt get stressful gr8 day
0,kay since already
0,night sweet sleep well see exorcism emily rose may never sleep hug snogs
0,yes reg ciao
0,evening v good somewhat event laden fill worry head ok throat wrecked see six
0,dunno lei like dun haf
0,thanks yesterday sir wonderful hope enjoyed burial mojibiola
0,brother transfered lt gt lt gt pa
0,best line said love wait till day forget u day u realize u forget gn
0,kallis home home town durban
1,today voda number ending 7634 selected receive reward match please call 08712300220 quoting claim code 7684 standard rate apply
0,hey ad crap nite borin without ya 2 boggy u boring biatch thanx u wait til nxt time il ave ya
0,keep ten r shelf buy two egg
1,big brother alert computer selected u 10k cash 150 voucher call ntt po box cro1327 bt landline cost 150ppm mobile vary
1,1 new message please call 08712400200
0,oh ok prob
0,hi roger cl
0,oh shit thought trip loooooool make much sense grin sofa reference link sent went trip oh babe go celebration rent
0,4 taco 1 raja burrito right
0,
0,hey veggie pizza
0,hungry
0,u calling right call hand phone
0,yeah jus rite
0,guess pub im im happy pig clover whatever saying
0,ca keep going never intention run choose rather keep room clean say visitor maybe best choice yes wanted embarassed maybe feel feel friend want drop buy say happened morning tried everything know else
0,imagine life without see fast u searching worry l always disturb u goodnoon
0,oh take test
0,wa ur openin sentence formal anyway fine juz tt eatin much n puttin weight haha anythin special happened
0,yes glad made
0,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move said made student
0,oh oh wasted den muz chiong sat n sun liao
0,yup leaving right back soon
0,yeah got one lined u
0,busy juz dun wan 2 go early hee
0,shopping eh ger toking abt syd leh haha
0,u find sitter kaitlyn sick slept day yesterday
0,little difficult simple way enter place
0,ca make tonight
0,still game
0,bognor splendid time year
0,siva hostel aha
0,ticket 4 walsall tue 6 th march mate getting sat ill pay treat want 2 go txt bak
0,chikku nt yet ya free
0,dun believe wat
0,nothin come mind ìï help buy hanger lor ur laptop heavy
0,found diff farm shop buy cheese way back call
0,dog must always wait till end day word run time cell already
0,thanks keep mind
0,well im computerless time make oreo truffle
0,de asking like
0,oh fuck sake like tallahassee
0,actual exam harder nbme
0,hmm yeah grooved im looking forward pound special
0,customer place call
0,actually mobile full msg work online need send lt gt sent msg wil explain u later
0,planning usually stop hella weed
1,congratulation ur awarded either yr supply cd virgin record mystery gift guaranteed call 09061104283 t c approx 3mins
0,account refilled successfully inr lt decimal gt keralacircle prepaid account balance r lt decimal gt transaction id kr lt gt
0,kallis wont play first two odi
0,cool text way
0,wat time liao still got
0,hey sexy bun told adore loverboy hope remember thank sister law meatball grin love babe
1,sorry u unsubscribe yet mob offer package min term 54 week pls resubmit request expiry reply themob help 4 info
0,oh unintentionally bad timing great finger train play along give fifteen min warning
0,yay better told 5 girl either
0,darlin youphone im athome youwanna
0,dad went oredi
0,wonder phone battery went dead tell love babe
1,summer finally fancy chat flirt sexy single yr area get matched reply summer free 2 join optout txt stop help08714742804
0,babe talking think good boy missing love
0,lt gt ish minute 5 minute ago wtf
0,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win
0,could ask carlos could get anybody else chip
0,r u continent
0,good afternoon love good see word ym get tm smart move slave smile drink coffee await
0,competition
1,record indicate u maybe entitled 5000 pound compensation accident claim 4 free reply claim msg 2 stop txt stop
1,text banneduk 89555 see cost 150p textoperator g696ga xxx
0,yet ya sapna aunty manege hogidhe chinnu full weak swalpa black agidhane
0,u got person story
0,yes finished watching day life love
0,k u also dont msg reply msg
0,draw va dont think
1,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt
0,great run ttyl
1,500 new mobile 2004 must go txt nokia 89545 collect today 2optout txtauction
0,want sent lt gt mesages today thats sorry hurt
0,yeah lol luckily starring role like
0,hi neva worry bout da truth coz truth lead 2 ur heart itåõs least unique person like u deserve sleep tight morning
0,sorry able get see morning
0,got home babe still awake
1,2p per min call germany 08448350055 bt line 2p per min check info c text stop opt
0,u workin overtime nigpun
0,cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one
0,valentine game send dis msg ur friend 5 answer r someone really love colour suit best
0,working technical support voice process
0,nothing ever easy looking reason take risk life love
0,yes baby need stretch open pussy
0,much got cleaning
0,dont think need yellow card uk travel ask someone gone lt gt buck
0,feel like trying kadeem v
1,free 1st week no1 nokia tone 4 ur mob every week txt nokia 87077 get txting tell ur mate zed pobox 36504 w45wq
0,near kalainar tv
0,7 lor change 2 suntec wat time u coming
0,leaving house
0,k deleted contact
0,anything special
0,bishan lei tot say lavender
0,babe fucking love know fuck good hear voice need crave ca get enough adore ahmad kiss
1,private 2003 account statement 07815296484 show 800 point call 08718738001 identifier code 41782 expires
0,office call lt gt min
0,surly ill give coming review
0,hey look like wrong one kappa guy number still phone want text see around
0,especially since talk boston personal statement lol woulda changed realized said nyc say boston
0,r u still working
0,thank meet monday
0,supposed meet discus abt trip thought xuhui told afternoon thought go lesson
0,u fix teeth take care
0,haha yup hopefully lose kg mon hip hop go orchard weigh
0,yeah pretty much best case scenario
0,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish
0,derp worse dude always want party dude file complaint three drug abuser life
0,actor work work evening sleep late since unemployed moment always sleep late unemployed every day saturday
0,take care financial help
0,babe lost try rebooting
0,fear fainting housework quick cuppa
0,reading text sent meant joke read light
0,sorry lot stuff talk actual guy want buy
0,shall call dear food
0,callin culdnt talkbut wannatell u detail later wenwecan chat properly
0,lol well quality aint bad aint complaining
0,arrived see couple day lt 3
0,feel real valentine yo valentine even tho u hardly play
1,urgent please call 09061743811 landline abta complimentary 4 tenerife holiday cash await collection sae c box 326 cw25wx 150ppm
0,tuesday night r u 4 real
0,e best 4 ur exam later
0,yo come carlos soon
0,yeah open chat click friend list make list easy pie
0,hey cutie go wale kinda like hill shit still avent killed
0,moji informed saved life thanks
0,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni8
0,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy
0,able sleep
1,rct thnq adrian u text rgds vatian
0,sez hows u de arab boy hope u r good give love 2 evry1 love ya eshxxxxxxxxxxx
0,still checked da
0,k k special today
0,sister law hope great month saying hey abiola
0,tell friend plan valentine day lt url gt
0,know watching film computer
0,oh ya got hip hop open haha thinking go jazz zoom cine actually tonight free leh kb lesson tonight
0,home love still awake loving kiss
0,k sure consent form v
0,ok u take shopping u get paid
0,ur change 2 da report big co already made change 2 da previous report
1,missed call alert number called left message 07008009200
0,sorry ca help
1,link picture sent also use http
0,joy father john john name joy father mandan
0,bill 3 thats bad
0,mmmm cant wait lick
0,ditto wo worry saying anything anymore like said last night whatever want peace
0,actually sleeping still might u call back text gr8 rock si send u text wen wake
0,dont gim lip caveboy
1,free entry gr8prizes wkly comp 4 chance win latest nokia 8800 psp cash every great 80878 08715705022
0,part tomorrow
0,wat r u
0,try neva mate
0,remember
0,sorry sent blank msg yup trying 2 serious studying
0,also north carolina texas atm would go gre site pay test result sent
0,hey girl r u hope u r well del r bak long time c give call sum time lucyxx
1,free 1st week no1 nokia tone 4 ur mobile every week txt nokia 8077 get txting tell ur mate pobox 36504 w45wq
0,mm time dont like fun
0,single single answer fighting plus said broke didnt reply
1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd8 08000839402 call 2optout
0,boooo always work quit
0,wait know wesley town bet hella drug
0,lmao nice 1
0,okay booked already including one bugis
0,ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
0,ok go change also
0,babe miiiiiiissssssssss need crave geeee sad without babe love
0,hi darlin im helen fone im gon na b prince 2 nite please come tb love kate
0,like italian food
0,oh got many responsibility
0,significant dont worry
0,sir need velusamy sir date birth company bank facility detail
0,shb b ok lor thanx
0,lol please actually send pic right wan na see pose comb hair dryer something
1,thanks ringtone order ref number r836 mobile charged tone arrive please call customer service 09065069154
0,hey want anything buy
0,know yetunde sent money yet sent text bother sending dont involve anything imposed anything first place apologise
0,work week
0,u want come back beautiful necklace token heart give wife see one give call wait till come
0,k u bored come home
0,yeah still give ride
1,join uk horniest dogging service u sex 2nite sign follow instruction txt entry 69888 150p
0,ugh fuck resubbing eve
0,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor
0,heard job going wildlife talk tonight u want2come that2worzels wizzle whatever
0,en chikku nange bakra msg kalstiya
0,sorry call later meeting
1,dear voucher holder 2 claim 1st class airport lounge pass using holiday voucher call booking quote 1st class x 2
0,good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy
0,arm fine cardiff uni
0,probably still going stuff
0,got lot hair dresser fr china
0,5 2 work timing
0,ah well confuses thing doesnt thought friend maybe wrong thing already sort invited may come co money
0,picking various point going 2 yeovil motor project 4 3 hour u take home 12 2 max easy
0,u r beautiful girl ive ever seen u r baby come c common room
0,carlos pick swing usf little bit
0,dont use hook
0,lol u still feeling sick
0,ya knw u vl giv ok thanks kano anyway enjoy wit ur family wit 1st salary
1,knock knock txt whose 80082 enter r weekly draw 4 gift voucher 4 store yr choice c age16
0,go buy wif meet later
0,mathews tait edward anderson
0,goodnight da thangam really miss u dear
0,u made appointment
0,date sunday
0,doc prescribed morphine cause pain med enough waiting mom bring med kick fast gon na try later
0,borrow ur bag ok
0,otherwise part time job
0,looking forward sex cuddling two sleep
0,nope wif si lor aft bathing dog bathe look like going 2 rain soon
0,wat da model num ur phone
0,love come took long leave zaher got word ym happy see sad left miss
0,sry da jst nw came home
0,nope thats fine might nap tho
0,friend use call
0,need ke qi ìï bored izzit suddenly thk
0,happened adventuring
0,hey glad u r better hear u treated urself digi cam good r 9pm fab new year c u coupla wks
0,message responce happend
0,ìï takin linear algebra today
1,freemsg txt call 86888 claim reward 3 hour talk time use phone inc 3hrs 16 stop txtstop
0,ur paper today e morn aft
0,going sleep tired travel
0,uncle g checking rewarding month
0,want come online
0,ill b soon
0,standing
0,even friend priest call
0,night night see tomorrow
0,always brainy one
0,love ya try budget money better babe gary would freak knew
0,lol mad first woke gave
0,want lick pussy
1,claim 200 shopping spree call 08717895698 mobstorequiz10ppm
0,finally came fix ceiling
0,money 4 steve mate
1,santa calling would little one like call santa xmas eve call 09077818151 book time last 3mins 30 c
0,okay well thanks clarification
0,dare stupid wont tell anything hear wont talk
1,xmas reward waiting computer randomly picked loyal mobile customer receive reward call 09066380611
0,yeah get unlimited
0,brother genius
0,got rumour going buy apartment chennai
0,26th july
0,pls come quick cant bare
0,see letter b car
0,aiyo co sm neva reply wait 4 reply lar tot havent finish ur lab wat
0,god love limit god grace measure god power boundary may u god endless blessing always ur life gud ni8
0,even brother like speak treat like aid patent
0,ìï still attending da talk
0,hand phone chat wit u
0,lt gt min stop somewhere first
0,know girl always safe selfish know got thank good night
0,hey mr going sea view couple gay mean game give bell ya finish
0,u going doctor 4 liver get bit stylish get ur hair managed thats
1,want cock hubby away need real man 2 satisfy txt wife 89938 string action txt stop 2 end txt rec otbox 731 la1 7ws
0,hungry buy food good lei mum n yun dun wan juz buy little bit
0,u still going mall
0,well good morning mr hows london treatin ya treacle
0,came hostel
0,send pic like
0,probably tomorrow even later tonight something going
0,aight sorry take ten year shower plan
0,age abj
0,great shoot big load get ready
0,reached home tired come tomorro
0,big difference lt gt versus lt gt every lt gt hr
0,package program well
0,askd u knw tht
0,campus library
0,yep great loxahatchee xmas tree burning lt gt start hour
0,problem talk later
0,k come wenever u lik come also tel vikky come getting free time
1,free ring tone text every week get new tone 0870737910216yrs
0,take lt gt min
0,trust even
0,tell need investigate anywhere
0,took tablet reaction morning
1,call 09090900040 listen extreme dirty live chat going office right total privacy one know sic listening 60p min
0,hope settled new school year wishin gr8 day
0,called one pick e phone ask already said ok
0,st andre virgil cream
0,ard 6 like dat lor
0,hurry home u big butt hang last caller u food done starving ask cooked
0,feel word better silence gud mrng
0,affidavit say lt gt e twiggs st division g courtroom lt gt lt time gt double check text tomorrow
0,pls wont belive jesus
1,free message thanks using auction subscription service 18 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270
0,hiya probably coming home weekend next
0,thanx birthday already
0,mark taking forever pick prescription pain coming back
0,lol yep yesterday already got fireplace another icon sitting
0,yup studying surfing lor e lazy mode today
0,hello baby get back mom setting computer filling belly go loverboy miss already sigh
0,know dad back
0,free call pa
0,juz go google n search 4 qet
0,also fuck family going rhode island wherever fuck leaving alone week new bong gt
0,cant get da laptop matric card wif lei
0,minor shindig place later tonight interested
0,id check like 1 bowl worth left
1,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 txt eng stop box39822 w111wx
0,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp worry
0,nan sonathaya soladha bos
0,also tell said happy birthday
0,training manual show tech process password reset troubleshooting
1,stop club tone replying see html term club tone cost mfl
0,bring tat cd forget
0,tell quite long co finish film yet
0,ever one foot
0,sorry battery died yeah
0,sound like plan cardiff still still cold sitting radiator
0,ryder gibbs
0,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
1,refused loan secured unsecured ca get credit call free 0800 195 6669 text back
0,yeah usual guy town definitely people around know
0,movie call 4 wat
1,recieve tone within next 24hrs term condition please see channel u teletext pg 750
1,want 750 anytime network min 150 text new video phone five pound per week call 08002888812 reply delivery tomorrow
0,sorry da gone mad many pending work
0,tell address
0,wonder get text
0,absolutely love south park recently started watching office
0,k happen tonight
0,u sick still go shopping
0,shopping lor raining mah hard 2 leave orchard
0,guess spent last night phasing fourth dimension
0,wil reach
0,ok msg u b4 leave house
0,charge transfer charge withdraw anyhow like
0,wat late still early mah juz go 4 dinner lor aiya dunno
0,ask say please message
0,true k u knw dis lt gt
0,nite nite pocay wocay luv u n e thing 4eva promise ring u 2morrowxxxx
0,thinking chuckin ur red green n black trainners 2 save carryin bac train
0,must nearly dead well jez iscoming todo workand whilltake forever
1,complimentary 4 star ibiza holiday cash need urgent collection 09066364349 landline lose
0,meh thgt clash really ah dun mind dun seen lost weight gee
0,finished missing plenty
0,heard anything answering text guessing flaked said jb fantastic
0,networking technical support associate
0,ur lecture
1,gent trying contact last weekend draw show prize guaranteed call claim code k52 valid 12hrs 150ppm
0,3 pa selected
0,amazing quote life difficult decide whats wrong lie brings smile truth brings tear
0,yes gauti sehwag odi series
0,oh ya ya remember da
0,k want u come
0,ok anybody asks abt u tel
0,cool fun practicing making baby
0,daddy bb
0,mmm yummy babe nice jolt suzy
0,either way work lt gt year old hope doesnt bother
0,thank much skyped wit kz sura didnt get pleasure company hope good given ultimatum oh countin aburo enjoy message sent day ago
1,important customer service announcement premier
0,dont know come ask question like dont mistake
0,lol wtf random btw lunch break
0,suck got planned yo valentine yo valentine
0,curious cuz asked
0,sir late paying rent past month pay lt gt charge felt would inconsiderate nag something give great cost didnt speak however recession wont able pay charge month hence askin well ahead month end please help thanks
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano
1,welcome msg free giving free calling future mg billed 150p daily cancel send 89123
0,uploaded mine facebook
0,
0,valentine know early hundred handsomes beauty wish thought finish aunty uncle 1st
0,site simulate test give tough question test readiness
0,left yet probably gon na til dinner
0,oh think wi nz player unsold
0,shit surprised went spent evening french guy met town fooled around bit let fuck
0,hope text meet smiling let text give reason smile beautiful day
0,let use next week princess
0,get ready lt gt inch pleasure
0,wn u r hurt prsn close 2 u fight wit dem coz somtimes dis fight save relation bt quiet leaf nothin relation gud
0,today system sh get well also deep well
0,ard 4 lor
0,today dedicated day song u dedicate send ur valuable frnds first rply
0,done c
0,fuck cedar key fuck come anyway tho
0,idk keep saying since moved keep butting head freedom responsibility tired much shit deal barely keeping together get added
0,ow u paid told u would call
0,call tell infront call
0,family responding anything room went home diwali one called coming make feel like died
0,prepare pounded every night
0,home please call
1,prize go another customer c polo ltd suite 373 london w1j 6hl please call back busy
1,block breaker come deluxe format new feature great graphic buy replying get bbdeluxe take challenge
0,yes started send request make pain came back back bed double coin factory got ta cash nitros
0,wont touch permission
1,free msg ringtone http wml 37819
0,ìï mean confirmed tot juz say oni ok
0,ok wont call disturb one know avoiding burden
0,u sending home first ok lor ready yet
1,dear 0776xxxxxxx u invited xchat final attempt contact u txt chat 86688 ldn 18yrs
0,ìï dun wan watch infernal affair
0,da cool iknow 2 wellda peril studentfinancial crisis spk 2 u
1,urgent please call abta complimentary 4 spanish holiday cash await collection sae c box 47 po19 2ez 150ppm
1,talk sexy make new friend fall love world discreet text dating service text vip 83110 see could meet
0,sister cleared two round birla soft yesterday
0,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
0,home way
0,wat make u thk fall actually thk quite prone 2 fall lucky dad home ask come n fetch already
1,sexy sexy cum text im wet warm ready porn u fun msg free recd msg 150p inc vat 2 cancel text stop
0,hi frnd best way avoid missunderstding wit beloved one
0,cthen thk shd b enuff still got conclusion n content pg n reference b da content pg n cover pg
0,say lt gt year old man money last lt gt still waiting check
0,dont pick call something important tell hrishi
1,themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap 82468
0,hope great day
1,email alertfrom jeri stewartsize 2kbsubject prescripiton drvgsto listen email call 123
0,come back tampa ffffuuuuuuu
0,send copy da report
0,mmmmm loved waking word morning miss love hope day go well happy wait u together
0,phone
0,lol know dramatic school already closed tomorrow apparently ca drive inch snow supposed get
1,heard u4 call 4 rude chat private line 01223585334 cum wan 2c pic gettin shagged text pix 8552 2end send stop 8552 sam xxx
0,ìï neva tell noe home da aft wat
0,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing
0,sir hope day going smoothly really hoped wont bother bill ca settle month extra cash know challenging time also let know
0,wat time r going xin hostel
1,u win music gift voucher every week starting txt word draw 87066 tscs
0,true easier
0,sent jd customer service cum account executive ur mail id detail contact u
0,haf u found feel stupid da v cam working
0,double eviction week spiral michael good riddance
0,might go 2 sch yar e salon v boring
0,lol yeah point guess
0,life alle mone eppolum oru pole allalo
0,waiting call sir
0,famous quote develop ability listen unconditionally without losing temper self confidence mean
0,omg joanna freaking looked thru friend find photo asking stuff myspace even logged like year
0,said kiss kiss ca sound effect gorgeous man kind person need smile brighten day
0,wont wat wit guy
0,tired slept well past night
0,macha dont feel assume one evening wonderful plan life begin anytime
0,customer place call
0,sent price mean lt gt g
0,got seventeen pound seven hundred ml hope ok
0,bloody hell cant believe forgot surname mr ill give u clue spanish begin
0,heehee funny tho
1,free msg get gnarl barkley ringtone totally free reply go message right
0,yup lunch buffet u eat already
0,ur paper e morn aft tmr
0,ew one
0,party place usf charge contribute way greatly appreciated yeah got room one
0,missed call mumhas beendropping red wine theplace adress
0,started searching get job great potential talent
0,planning come chennai
0,hmm many unfortunately pic obviously arent hot cake kinda fun tho
0,nice day dear
1,free ringtone text first 87131 poly text get 87131 true tone help 0845 2814032 16 1st free tone txt stop
1,1 polyphonic tone 4 ur mob every week txt pt2 87575 1st tone free get txtin tell ur friend 16 reply hl 4info
0,get library
0,pls go today lt gt dont want excuse
0,wish u feel alone
0,princess like make love lt gt time per night hope thats problem
0,around still asleep v
0,slave want take 2 3 picture today bright light cell phone bright light
0,ta job available let know please co really need start working
0,yes tv always available work place
0,hai priya right doctor said
0,need strong arm
0,one powerful weapon 2 occupy place others
0,already back home probably
0,yes saw message
0,ok cool see ya
0,hmm thinking lor
0,make 3 4 fuck sake x
1,contacted dating service someone know find call land line pobox45w2tg150p
0,available soiree june 3rd
0,yo jp hungry like mofo
1,ur currently 500 pound maximize ur send go 86688 cc 08718720201
0,actually waiting 2 week start putting ad
1,1 new message please call 08718738034
0,sent lt gt buck
0,oh god happy see message 3 day
0,aldrine rakhesh ex rtm
0,nothing jus tot u would ask co u ba gua went mt faber yest yest jus went already mah today going jus call lor
0,haha thinkin
0,hello lover go new job happy think wake slave send teasing kiss across sea
0,neshanth tel r u
0,wif family booking tour package
0,sure checking happening around area
0,free day finish 6 mon n thurs
1,please call 08712402578 immediately urgent message waiting
0,taking derek amp taylor walmart back time done leave mouse desk text priscilla ready
0,painful personal always try keep everybody happy time nobody recognises
0,man carlos definitely coming mu tonight excuse
0,anything lar
0,call number available appointment ask connect call waheed fathima
0,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay
0,oops shower u called hey parking garage collapsed university hospital see crazy stuff like happen
1,simpson movie released july 2007 name band died start film day day day send b c
0,ok another number
0,yep like pink furniture tho
0,hey morning come ask pa
0,645
1,urgent trying contact today draw show prize guaranteed call 09050003091 land line claim c52 valid 12hrs
0,hi please get lt gt dollar loan pay back mid february pls
0,ola would get back maybe today told direct link u getting car bid online arrange shipping get cut u partnership u invest money shipping take care rest u wud b self reliant soon dnt worry
0,going bath msg next lt gt min
0,sure make sure know ai smokin yet
0,love u 2 babe r u sure everything alrite idiot txt bak girlie
0,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
1,urgent please call 09066612661 landline cash luxury 4 canary island holiday await collection c sae award 20m12aq 150ppm
1,rgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary 50
0,trying reach without success
0,mind blastin tsunami occur rajnikant stopped swimming indian ocean
0,ok need tell anything going sleep good night
0,nah dub je still buff
0,hows pain dear r u smiling
0,die want u stuff
0,time thinkin goin
0,k make sense btw carlos difficult guy gon na smoke go pick second batch get gas
1,spjanuary male sale hot gay chat cheaper call national rate cheap peak stop text call 08712460324
1,important information 4 orange user today lucky day 2find log onto http fantastic surprise awaiting
0,great attracts brothas
0,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry
0,perhaps much easy give account identification tomorrow uni
0,babe think got ur brolly left english wil bring 2mrw 4 u luv franxx
0,white fudge oreo store
0,remember day
0,thank much selflessness love plenty
0,friend studying warwick planned go shopping concert tmw may canceled hav seen age yeah get together sometime
0,fucking chickened messaged would late woould buzz hear word
0,lt gt think say syllabus
0,remember ask alex pizza
0,several sir
0,yet like keep touch easiest way barcelona way ru house
0,congratulation ore mo owo wa enjoy wish many happy moment fro wherever go
0,ìï go home liao ask dad pick 6
0,interested like
0,haiyoh maybe hamster jealous million
0,keep seeing weird shit bein realising actually reasonable
0,pick bout time going
0,good good job like entrepreneur
0,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
0,yeah thought lem know anything goin later
0,oh ok didnt know meant yep baby jontin
0,wat time u wan 2 meet later
0,u gd lor go shopping got stuff u wan 2 watch infernal affair come lar
0,nowhere ikno doesdiscount
0,sure since parent working tuesday really need cover story
0,yeah thinking
0,got ta
1,2nd time tried contact u prize claim call 09053750005 b4 sm 08718725756 140ppm
0,like think always possibility pub later
0,sarcasm scarcasim
0,k k tomorrow onwards started ah
0,didnt complete gist oh
0,b late love mum
1,adult 18 content video shortly
0,awww dat sweet think something nice time tonight ill probably txt u later co im lonely xxx
0,hmm shall bring bottle wine keep u amused joking still bring bottle red white see tomorrow
0,really getting hanging around
0,water logging desert geoenvironmental implication
0,gd luck 4 ur exam
0,sent maga money yesterday oh
0,tagged friend seemed count friend
0,engalnd telly decided wo let watch mia elliot kissing damn
0,please attend phone
1,urgent please call 09061743810 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae c box 326 cw25wx 150 ppm
0,dont kick coco
0,turn stereo love mi phone unknown album
0,please text anymore nothing else say
0,sorry never hear unless book one kinda joke thet really looking skinny white girl one line much camera something like casting look
0,hello little party animal thought buzz friend grin reminding loved send naughty adoring kiss
1,please call 08712402902 immediately urgent message waiting
0,kallis dismissial 2nd test
0,weightloss girl friend make load money ebay something give thanks god
0,haha heard text around
0,ok lar u sleep early nite
0,record one night
0,got tallent wasting
0,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh
0,guy car shop flirting got phone number paperwork called texted nervous course may address call bos tell knowing may get fired
0,join lt gt bus
0,car hour half going apeshit
0,die e toot fringe
0,oops let know roommate done
0,k k pa lunch aha
0,ca take major role community outreach rock mel
0,come room come house co house still messy haha
0,hello yeah got bath need hair come done yeah
0,hmm bit piece lol sigh
0,erm woodland avenue somewhere get parish magazine telephone number
0,going sao mu today done 12
0,course guess god got hold right
0,lost 10 kilo today
0,k sure relative home sm de pls
0,well know z take care worry
0,yeah think usual guy still passed last night get ahold anybody let know throw
0,u dun drive go 2 sch
0,dear reached railway happen
0,nice talking please dont forget pix want see
0,hi hun im comin every1 im sorry 4 hope u ava goodtime oli rang melnite ifink mite b sorted il explain everythin
0,home also
0,id onluy matter getting offcampus
0,oh yah never cancel leh haha
0,sorry call later meeting thing related trade please call arul lt gt
0,ugh long day exhausted want cuddle take nap
0,mean february april getting place stay hustle back forth audition season since sister moved away harlem
0,tell friend come round til like lt gt ish
0,umma life vava umma love lot dear
0,love daddy make scream pleasure going slap as dick
0,many dependent
0,lovely night xxx
0,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke
0,ok prob
0,excellent see riley plan
0,coming home 4 dinner
1,hi 2nights ur lucky night uve invited 2 xchat uk wildest chat txt chat 86688 ldn 18yrs
0,rightio well arent bright early morning
1,congratulation ur awarded either cd gift voucher free entry 2 weekly draw txt music 87066 tncs 1 win150ppmx3age16
0,dont want hear anything
0,princess kitty shaved natural
0,exhausted train morning much wine pie sleep well
0,hear loud scream lt gt minute cause gyno shoving thing belong
1,hello darling today would love chat dont tell look like sexy
1,awarded sipix digital camera call 09061221061 landline delivery within 28days c box177 m221bp 2yr warranty 150ppm 16 p
0,meeting call later
0,wan 2 meet n combine part da rest da project going
1,valued vodafone customer computer picked win prize collect easy call 09061743386
1,8007 25p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys zed 08701417012 profit 2 charity
0,leave around four ok
0,aight 8 latest probably closer jay tyler two trip
1,urgent trying contact last weekend draw show prize guaranteed call claim code s89 valid 12hrs
0,fine sends greeting
1,splashmobile choose 1000 gr8 tone wk subscrition service weekly tone costing 300p u one credit kick back enjoy
0,luv u soo much u donåõt understand special u r 2 ring u 2morrow luv u xxx
0,pain could come worse time
0,pls send address sir
0,like hotel dusk game think solve puzzle area thing
1,u get 2 phone wan na chat 2 set meet call 09096102316 u cum 2moro luv jane xx
0,nothing smsing u n xy lor sorry lor da guy neva c u person sort know u lor u wan 2 meet xy ask 2 bring u along 4 next meeting
0,good making money
0,mark work tomorrow get work house meet u afterwards
0,expect whenever text hope go well tomo
0,dude sux snake got old raiden got buff
0,u love like listening song get stopped u see name beloved wo get angry
0,u talking
0,well like actually called someone punto woulda worse
0,tirupur da started office call
0,ah poop look like ill prob send laptop get fixed cuz gpu problem
0,k best congrats
0,tmr brin lar aiya later come n c lar mayb neva set properly got da help sheet wif
0,mostly sport type lyk footbl crckt
0,beauty life next second hide thousand secret wish every second wonderful ur life gud n8
